migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
OMN,PAK,2006.0,2,1,1
OMN,PAK,2010.0,1,6,-5
PHL,BGD,2012.0,1,2,-1
LAO,AUS,2022.0,1,1,0
SVN,RUS,2012.0,2,1,1
THA,NOR,2017.0,1,1,0
SVN,CZE,2019.0,4,4,0
GRC,ROU,2017.0,1,4,-3
USA,SDN,2003.0,1,1,0
CIV,KEN,2021.0,4,1,3
BLR,BEL,2005.0,1,6,-5
BEL,CMR,2019.0,3,5,-2
MWI,NLD,2012.0,1,4,-3
ESP,AND,2004.0,1,2,-1
GHA,KEN,2007.0,1,1,0
EST,NLD,2005.0,1,1,0
DEU,MNG,2006.0,1,2,-1
CAN,BHR,2007.0,2,1,1
GMB,BEL,2015.0,1,1,0
IRL,HUN,2011.0,1,2,-1
WSM,NZL,2015.0,1,1,0
BHR,CAN,2016.0,1,3,-2
GAB,BEL,2014.0,1,4,-3
SLB,AUS,2020.0,1,1,0
DEU,HRV,2023.0,5,9,-4
CHE,ROU,2001.0,1,6,-5
FRA,BGD,2015.0,1,2,-1
MYS,BGD,1998.0,1,1,0
LAO,KOR,2020.0,1,2,-1
MEX,SAU,2018.0,3,1,2
NZL,FJI,2009.0,2,1,1
ZAF,POL,2009.0,1,1,0
NLD,ARG,2022.0,3,4,-1
EST,BEL,2020.0,3,1,2
MMR,CHE,2020.0,2,3,-1
GEO,NOR,2021.0,1,1,0
GRC,RUS,2023.0,2,3,-1
JAM,ZAF,2013.0,1,1,0
BLR,SRB,2008.0,1,1,0
LBN,GBR,1998.0,1,2,-1
CHE,HKG,2005.0,1,3,-2
MAC,MKD,2019.0,2,7,-5
DNK,HKG,2009.0,1,1,0
GRD,USA,2002.0,1,1,0
EST,RUS,2008.0,1,1,0
EGY,TUN,2014.0,1,1,0
KEN,TZA,2012.0,1,2,-1
FRA,GHA,2021.0,2,4,-2
ECU,AUT,2022.0,1,3,-2
GIN,BEL,2021.0,2,1,1
SRB,NOR,2023.0,1,2,-1
DNK,TUR,2023.0,1,7,-6
ETH,SWE,2003.0,2,15,-13
BEN,BFA,2016.0,1,2,-1
GBR,LTU,2002.0,2,2,0
SWZ,NGA,2012.0,1,1,0
TTO,CAN,2010.0,2,3,-1
RUS,LTU,2001.0,2,1,1
CHL,CUB,2018.0,1,19,-18
KGZ,UKR,2018.0,1,1,0
CHL,VEN,2013.0,3,10,-7
CYP,ROU,2019.0,1,1,0
URY,COL,2017.0,1,1,0
KAZ,NOR,2020.0,1,2,-1
CHN,AFG,2021.0,1,1,0
KOR,GRC,2021.0,1,2,-1
OMN,CHN,2023.0,1,1,0
ZAF,OMN,2022.0,1,1,0
GEO,GBR,2008.0,2,2,0
CHE,UKR,2000.0,1,4,-3
TUN,PRT,2009.0,1,1,0
AUS,ETH,2012.0,2,6,-4
TZA,IND,2014.0,1,4,-3
SGP,SWE,2006.0,2,5,-3
UGA,GMB,2015.0,1,1,0
UKR,BLR,2001.0,1,4,-3
PSE,FIN,2019.0,1,1,0
PER,SWE,2017.0,1,1,0
PRI,VEN,2016.0,1,2,-1
PSE,SAU,2020.0,1,5,-4
ROU,ESP,1997.0,2,2,0
HUN,ISR,2002.0,1,3,-2
JOR,AUS,2002.0,1,4,-3
AUS,LAO,2018.0,1,2,-1
MCO,CAN,2018.0,1,0,1
IND,LUX,2010.0,1,0,1
GHA,MWI,2013.0,1,0,1
LBY,DEU,2016.0,1,0,1
,PRK,2010.0,5,0,5
PHL,NOR,2020.0,1,0,1
CHE,QAT,2017.0,4,0,4
CIV,IND,2011.0,1,0,1
MOZ,CHE,2015.0,1,0,1
ZMB,ZWE,2008.0,1,0,1
NGA,BRA,2005.0,1,0,1
MCO,BRA,2003.0,1,0,1
MEX,THA,2014.0,1,0,1
TUN,NGA,2015.0,1,0,1
SWE,IRN,1998.0,2,0,2
BEL,MAC,2019.0,1,0,1
PYF,GLP,2008.0,1,0,1
CHE,CIV,2023.0,1,0,1
ZMB,IND,2019.0,1,0,1
CRI,PRT,2017.0,1,0,1
AUS,CYP,2023.0,1,0,1
LUX,NOR,2014.0,3,0,3
MWI,KHM,2020.0,1,0,1
SUR,NLD,2023.0,1,0,1
OMN,QAT,2021.0,1,0,1
HKG,QAT,2022.0,1,0,1
IRL,ECU,2020.0,1,0,1
SLE,ETH,2018.0,2,0,2
QAT,SRB,2019.0,2,0,2
LBN,IRN,2018.0,3,0,3
ARM,CHL,2020.0,1,0,1
KOR,GRC,2023.0,2,0,2
VNM,BTN,2009.0,1,0,1
BTN,VNM,2015.0,1,0,1
PAK,LTU,2019.0,2,0,2
SYR,IRL,2022.0,1,0,1
IRL,SYR,2023.0,1,0,1
BEL,URY,2007.0,1,0,1
SLV,USA,1999.0,1,0,1
FRO,NOR,2015.0,1,0,1
NGA,NAM,2022.0,2,0,2
OMN,CHE,2001.0,1,0,1
BRA,SVN,2023.0,3,0,3
CAN,LVA,2011.0,1,0,1
CAN,HTI,2011.0,2,0,2
ZWE,SWZ,2018.0,1,0,1
MAC,MAR,2005.0,1,0,1
,COM,2002.0,1,0,1
BEL,NAM,2008.0,1,0,1
AUT,UGA,2008.0,2,0,2
NLD,RWA,2018.0,1,0,1
BHS,,2015.0,2,0,2
GBR,REU,2011.0,2,0,2
MOZ,PSE,2010.0,1,0,1
NZL,HRV,2006.0,1,0,1
CMR,MWI,2017.0,1,0,1
CUB,MOZ,2015.0,1,0,1
BIH,PAK,2008.0,1,0,1
CHN,BFA,2008.0,1,0,1
FRA,MMR,2017.0,2,0,2
EGY,NZL,2008.0,1,0,1
ISR,MNG,2017.0,1,0,1
MYS,LAO,2005.0,1,0,1
CHL,PAN,2011.0,1,0,1
KEN,NAM,2011.0,1,0,1
OMN,DZA,2011.0,1,0,1
GBR,ALB,2006.0,1,0,1
POL,LTU,2005.0,3,0,3
,TKL,2002.0,1,0,1
YEM,,2004.0,2,0,2
KWT,NGA,2011.0,1,0,1
BWA,SLE,2014.0,1,0,1
FSM,,2005.0,1,0,1
CHN,SEN,2021.0,3,0,3
USA,BEN,2005.0,2,0,2
CAN,BEN,2005.0,1,0,1
PRT,OMN,2019.0,1,0,1
GUF,USA,2008.0,1,0,1
ZWE,COG,2012.0,1,0,1
CIV,BEN,2007.0,1,0,1
BLZ,,2006.0,1,0,1
SLV,USA,1998.0,1,0,1
GLP,BRA,2003.0,1,0,1
SGP,GRC,2009.0,2,0,2
SGP,GRC,2011.0,1,0,1
COG,CHE,2012.0,1,0,1
NGA,EGY,2007.0,1,0,1
LKA,CAN,2007.0,1,0,1
MWI,CAN,2013.0,2,0,2
BFA,AUS,2003.0,1,0,1
TUN,JOR,2012.0,1,0,1
GBR,RWA,2008.0,3,0,3
TWN,SWE,2005.0,1,0,1
TWN,MEX,2015.0,1,0,1
PHL,RWA,2012.0,1,0,1
ETH,TZA,2013.0,1,0,1
AUS,MCO,2007.0,1,0,1
HUN,POL,2011.0,2,0,2
SWE,LBN,2015.0,1,0,1
IDN,BGD,2009.0,1,0,1
LAO,VNM,2023.0,2,0,2
SVN,QAT,2018.0,1,0,1
BRB,AUS,2009.0,1,0,1
JPN,ARG,2015.0,1,0,1
QAT,KWT,2007.0,1,0,1
SAU,SVK,2009.0,1,0,1
KHM,CHE,2022.0,1,0,1
MMR,PHL,2009.0,1,0,1
PHL,CAN,2007.0,1,0,1
GRC,URY,2017.0,1,0,1
ZAF,VCT,2002.0,2,0,2
RUS,WSM,2009.0,1,0,1
BEL,PSE,2014.0,2,0,2
DEU,NAM,2011.0,1,0,1
NAM,DEU,2015.0,1,0,1
MYS,ZAF,2008.0,1,0,1
BIH,BRA,2023.0,1,0,1
ARG,BHS,2021.0,1,0,1
GNQ,,2020.0,4,0,4
LIE,AUS,2011.0,1,0,1
SYR,CHE,2008.0,1,0,1
ARG,SAU,2015.0,1,0,1
SAU,OMN,2002.0,2,0,2
MAC,ITA,2019.0,1,0,1
MAR,SYR,2006.0,1,0,1
COM,NGA,2004.0,1,0,1
HUN,TUR,2014.0,2,0,2
ITA,SDN,2023.0,2,0,2
GRC,SVN,2009.0,1,0,1
TUN,ZAF,2021.0,1,0,1
IDN,ETH,2017.0,1,0,1
CHL,TUN,2023.0,1,0,1
DZA,ARG,2013.0,2,0,2
MAC,ESP,2020.0,1,0,1
AZE,KAZ,2011.0,1,0,1
BGD,PRT,2011.0,1,0,1
PRT,BGD,2013.0,1,0,1
AFG,JPN,2014.0,1,0,1
VEN,SWE,2014.0,1,0,1
MYS,BWA,2015.0,1,0,1
VNM,IND,2014.0,1,0,1
IRN,NPL,2013.0,1,0,1
PHL,CHL,2015.0,1,0,1
ALB,FRA,2022.0,1,0,1
QAT,SEN,2017.0,1,0,1
KOR,BLR,2018.0,1,0,1
KWT,NZL,2018.0,4,0,4
CHN,DJI,2019.0,1,0,1
PHL,SAU,2016.0,1,0,1
ARG,HRV,2023.0,1,0,1
BRA,KAZ,2020.0,2,0,2
ROU,MDG,2002.0,1,0,1
IND,MWI,2017.0,1,0,1
NER,ITA,1999.0,1,0,1
GEO,FRA,1999.0,1,0,1
GRC,MLT,2000.0,1,0,1
GHA,SEN,2012.0,1,0,1
HRV,ESP,1997.0,2,0,2
USA,NER,2013.0,3,0,3
JPN,HRV,1997.0,1,0,1
FRA,SYC,2004.0,1,0,1
ZAF,HTI,2017.0,1,0,1
FRA,UZB,2004.0,1,0,1
BGR,IRL,2001.0,1,0,1
DZA,SAU,2005.0,6,0,6
BEN,NER,2000.0,1,0,1
NER,BEN,2002.0,1,0,1
CZE,BGR,2004.0,1,0,1
UGA,PER,2012.0,1,0,1
BEL,DZA,2012.0,3,0,3
MAR,SYR,2000.0,1,0,1
TUN,BHR,2010.0,1,0,1
GNB,USA,2004.0,1,0,1
JPN,ERI,2004.0,1,0,1
COL,JPN,2000.0,1,0,1
PRT,HUN,2009.0,1,0,1
CIV,TGO,2009.0,1,0,1
JPN,ARE,2009.0,2,0,2
DEU,KHM,2007.0,1,0,1
SGP,CYP,2011.0,1,0,1
LKA,BWA,2011.0,1,0,1
BRA,GUY,2000.0,1,0,1
JPN,ARG,2008.0,2,0,2
ESP,KEN,2003.0,1,0,1
OMN,QAT,2011.0,1,0,1
SGP,IDN,1999.0,1,0,1
BRN,NLD,2018.0,1,0,1
SRB,GEO,2007.0,1,0,1
SVK,NZL,2004.0,2,0,2
NCL,BEL,2019.0,1,0,1
JPN,MMR,2005.0,1,0,1
AUS,MKD,2011.0,1,0,1
USA,GLP,1998.0,1,0,1
VEN,NLD,2006.0,1,0,1
TWN,HUN,2019.0,1,0,1
IND,JAM,2011.0,2,0,2
AUT,COL,2011.0,1,0,1
NLD,KWT,2001.0,1,0,1
PNG,DEU,2010.0,1,0,1
BFA,GLP,2008.0,1,0,1
GRC,SDN,2010.0,1,0,1
HRV,SLV,2007.0,1,0,1
BGD,ETH,2018.0,2,0,2
SAU,NPL,2004.0,1,0,1
TUR,PSE,2012.0,1,0,1
RUS,PAK,2000.0,1,0,1
IND,SRB,2012.0,1,0,1
GIN,PNG,2012.0,6,0,6
FSM,USA,2009.0,3,0,3
DEU,GUF,2013.0,1,0,1
CZE,ARE,2018.0,2,0,2
SGP,NPL,2008.0,1,0,1
ISR,ZAF,2010.0,1,0,1
HKG,POL,2009.0,2,0,2
KIR,FJI,2011.0,1,0,1
MDV,NZL,2014.0,1,0,1
BGR,ROU,2012.0,1,0,1
FSM,DEU,2014.0,1,0,1
MWI,IRQ,2018.0,2,0,2
HUN,LUX,2017.0,1,0,1
NGA,MOZ,2020.0,2,0,2
PHL,THA,2013.0,2,0,2
HRV,ISR,2019.0,1,0,1
PRT,LIE,2022.0,2,0,2
CHL,SRB,2022.0,1,0,1
BFA,DNK,2018.0,1,0,1
DNK,BFA,2021.0,1,0,1
BFA,DNK,2022.0,1,0,1
SRB,LBY,2018.0,1,0,1
IDN,NOR,2012.0,1,0,1
FIN,VNM,2014.0,2,0,2
FLK,NZL,2016.0,1,0,1
ARM,CAN,2020.0,1,0,1
SLE,ZAF,1999.0,1,0,1
UKR,PRT,2009.0,3,0,3
UKR,FIN,2023.0,2,0,2
IND,JAM,2019.0,1,0,1
CHL,SRB,2017.0,2,0,2
RUS,IRQ,2014.0,1,0,1
ZWE,MDG,2011.0,1,0,1
TTO,DEU,2019.0,1,0,1
SWE,CMR,2017.0,1,0,1
JPN,GEO,2008.0,3,0,3
ETH,AFG,2016.0,1,0,1
SOM,ETH,2013.0,1,0,1
NOR,IRN,2000.0,1,0,1
AZE,CHE,2000.0,1,0,1
BRA,ROU,2018.0,1,0,1
CHE,MWI,2012.0,1,0,1
PNG,FRA,2012.0,1,0,1
ARG,GLP,1998.0,1,0,1
NLD,OMN,1997.0,1,0,1
USA,LBY,1997.0,1,0,1
BOL,LUX,2017.0,1,0,1
CYM,GBR,2001.0,1,0,1
,SYC,2015.0,2,0,2
CYP,AFG,2021.0,1,0,1
BRA,KEN,2015.0,2,0,2
CAN,BTN,2021.0,1,0,1
BFA,CAF,2018.0,1,0,1
IND,TJK,2018.0,1,0,1
IRN,ROU,2021.0,3,0,3
SGP,OMN,2013.0,2,0,2
ISR,MWI,2021.0,1,0,1
IDN,BFA,2018.0,1,0,1
HRV,KGZ,2018.0,1,0,1
PHL,QAT,2020.0,1,0,1
RWA,SRB,2021.0,1,0,1
ESP,LKA,2022.0,1,0,1
THA,SSD,2020.0,1,0,1
HND,GBR,2021.0,1,0,1
CCK,CHL,2017.0,1,0,1
GBR,GUF,2022.0,1,0,1
CIV,BDI,2023.0,1,0,1
,TLS,2020.0,17,0,17
ZAF,MEX,1997.0,1,0,1
,MSR,2005.0,2,0,2
,NRU,2020.0,1,0,1
ARE,IRL,2003.0,1,0,1
IRN,SDN,2012.0,1,0,1
TZA,BDI,2023.0,2,0,2
HRV,MKD,2012.0,1,0,1
GBR,PAN,2014.0,2,0,2
MEX,MAR,2015.0,2,0,2
CRI,KEN,2022.0,1,0,1
KHM,DEU,2015.0,1,0,1
KOR,CYP,2020.0,1,0,1
FRA,SDN,2011.0,1,0,1
BDI,LUX,2014.0,1,0,1
AUS,ZMB,2009.0,1,0,1
CHN,BTN,2014.0,1,0,1
PAK,HUN,2018.0,2,0,2
POL,THA,2020.0,1,0,1
IDN,BFA,2022.0,1,0,1
KOR,LKA,2016.0,2,0,2
KEN,THA,2023.0,2,0,2
JPN,ZMB,2013.0,1,0,1
TGO,IND,2019.0,1,0,1
MWI,CHE,1997.0,1,0,1
TTO,MDA,2021.0,1,0,1
DNK,ECU,2023.0,1,0,1
LAO,CHE,2007.0,1,0,1
UGA,BDI,2022.0,1,0,1
CHE,PNG,2007.0,1,0,1
NIC,CHE,2004.0,1,0,1
IND,PSE,2007.0,1,0,1
NLD,HRV,1997.0,1,0,1
ETH,RWA,2011.0,1,0,1
NOR,JAM,2006.0,1,0,1
SRB,KWT,2004.0,1,0,1
GRC,ARM,2004.0,1,0,1
ITA,LAO,2006.0,1,0,1
JPN,MMR,2002.0,1,0,1
BEL,SYR,2006.0,2,0,2
BFA,DZA,2019.0,1,0,1
MUS,ZAF,2017.0,2,0,2
NPL,SGP,2017.0,1,0,1
EST,UKR,2004.0,1,0,1
ZAF,LBY,2019.0,1,0,1
SEN,NGA,2007.0,1,0,1
GRC,HKG,2001.0,1,0,1
COD,BEL,2003.0,1,0,1
BEN,NGA,2008.0,3,0,3
MSR,USA,1999.0,1,0,1
GBR,LVA,2003.0,3,0,3
LVA,NLD,2016.0,1,0,1
CIV,GIN,2004.0,1,0,1
DZA,MAR,2012.0,1,0,1
AZE,ARM,2014.0,1,0,1
WSM,,2000.0,1,0,1
ESP,SVK,2004.0,1,0,1
CYP,JPN,2019.0,1,0,1
LBY,CAN,2011.0,2,0,2
NIC,CAN,2002.0,1,0,1
SRB,MUS,2007.0,1,0,1
CAN,ISL,1998.0,1,0,1
CHL,CHN,2007.0,3,0,3
NER,MLI,2000.0,1,0,1
MDA,ITA,2013.0,1,0,1
TUN,MEX,2003.0,1,0,1
RUS,VEN,2001.0,2,0,2
COL,IRL,2013.0,1,0,1
STP,USA,2018.0,1,0,1
MUS,USA,2007.0,1,0,1
NOR,NPL,2006.0,1,0,1
REU,USA,2010.0,1,0,1
HUN,SAU,2013.0,1,0,1
CHE,EST,2005.0,1,0,1
SVK,UKR,2011.0,1,0,1
FIN,MEX,2008.0,1,0,1
,ATG,2003.0,1,0,1
KWT,CZE,2000.0,2,0,2
NOR,VEN,2007.0,1,0,1
IRL,PSE,2021.0,1,0,1
IRN,BLR,2013.0,2,0,2
CHE,MUS,2018.0,1,0,1
MAR,COG,2019.0,3,0,3
BEL,GBR,2024.0,1,0,1
LBY,LBR,2015.0,1,0,1
PRT,SVN,2022.0,1,0,1
ESP,LKA,2017.0,1,0,1
ZAF,MDG,2021.0,2,0,2
LAO,ESP,2020.0,1,0,1
PRT,UGA,2018.0,1,0,1
SDN,NLD,2018.0,1,0,1
OMN,NGA,2017.0,2,0,2
BGD,ARE,2014.0,1,0,1
JOR,IND,2022.0,3,0,3
IND,LVA,2018.0,1,0,1
JPN,PRY,2014.0,2,0,2
IRL,NGA,2020.0,1,0,1
BEL,GAB,2018.0,1,0,1
PRY,BRA,2006.0,1,0,1
CAN,BMU,2012.0,1,0,1
LVA,CZE,2023.0,1,0,1
IND,MMR,2021.0,1,0,1
,CYM,2013.0,2,0,2
PHL,BRN,2017.0,1,0,1
THA,MNG,2020.0,1,0,1
CAN,HTI,2021.0,1,0,1
PHL,BGD,1999.0,1,0,1
CHN,SOM,2020.0,1,0,1
BMU,DEU,2014.0,1,0,1
NOR,KEN,2003.0,1,0,1
FRA,MMR,2022.0,1,0,1
SWZ,ZAF,1999.0,1,0,1
EGY,DZA,2023.0,2,0,2
ROU,GIN,2021.0,1,0,1
GBR,GEO,1999.0,1,0,1
ZMB,KEN,2004.0,1,0,1
SGP,PRT,2023.0,1,0,1
GEO,PAK,2024.0,1,0,1
AZE,IRN,2005.0,1,0,1
SGP,PAK,1997.0,1,0,1
UKR,JOR,2023.0,1,0,1
PRI,DEU,2023.0,1,0,1
SOM,SDN,2023.0,1,0,1
PAN,MEX,2023.0,1,0,1
GHA,SLE,2023.0,3,0,3
LBY,OMN,2021.0,1,0,1
CYP,ARG,2010.0,1,0,1
NZL,KOR,1997.0,2,0,2
TWN,NZL,2003.0,2,0,2
JPN,BOL,2014.0,2,0,2
COL,NOR,2011.0,3,0,3
NGA,HRV,2007.0,1,0,1
NLD,MOZ,1999.0,1,0,1
KWT,DEU,2005.0,1,0,1
GBR,TJK,2004.0,1,0,1
IND,LIE,2007.0,1,0,1
AUT,TTO,2008.0,1,0,1
MAC,AUS,2003.0,1,0,1
TZA,PAK,2016.0,1,0,1
PAK,BRA,2004.0,1,0,1
ZAF,PRI,2001.0,1,0,1
QAT,IRN,2016.0,1,0,1
FRA,COM,2017.0,1,0,1
BEN,TZA,2021.0,1,0,1
MCO,CHE,2022.0,1,0,1
PER,NOR,2015.0,2,0,2
KHM,CHE,2018.0,1,0,1
BGR,CHN,2018.0,2,0,2
IND,ERI,2000.0,1,0,1
ITA,MNG,2017.0,1,0,1
DNK,OMN,2014.0,2,0,2
CUB,ECU,2012.0,1,0,1
CMR,BRA,2022.0,2,0,2
ZAF,HKG,2015.0,2,0,2
ARM,SGP,2012.0,1,0,1
CAN,LBY,2004.0,2,0,2
UGA,COD,2015.0,1,0,1
SEN,CAF,2012.0,1,0,1
LTU,JPN,2016.0,1,0,1
LBN,TUR,2024.0,1,0,1
JPN,GMB,2016.0,1,0,1
GBR,GTM,2016.0,1,0,1
GBR,GUY,2020.0,1,0,1
KOR,BLR,2017.0,1,0,1
CAN,SEN,2023.0,3,0,3
VNM,TUR,2016.0,1,0,1
UKR,PRT,2019.0,1,0,1
BWA,ZWE,2004.0,1,0,1
ABW,USA,2015.0,1,0,1
PRY,PRT,2017.0,1,0,1
PRK,CHN,2008.0,1,0,1
TUR,TWN,2015.0,1,0,1
MSR,GBR,2018.0,1,0,1
SMR,,2008.0,1,0,1
NPL,IRN,2019.0,1,0,1
ITA,GBR,2024.0,2,0,2
LBY,IRQ,2014.0,1,0,1
RUS,ARG,2018.0,1,0,1
JOR,TWN,2016.0,1,0,1
IDN,VNM,2010.0,1,0,1
DNK,MAR,2013.0,1,0,1
CHE,ISL,2002.0,1,0,1
AFG,EGY,2020.0,1,0,1
VGB,,2023.0,2,0,2
MMR,ARE,2022.0,1,0,1
NPL,FRA,2017.0,2,0,2
ZMB,NOR,2019.0,1,0,1
BLR,RUS,2024.0,1,0,1
DEU,BTN,2022.0,1,0,1
,KEN,2021.0,5,0,5
TZA,HKG,2022.0,1,0,1
PHL,LKA,2023.0,1,0,1
MAR,GIN,2022.0,1,0,1
COL,PNG,2022.0,1,0,1
LTU,TWN,2022.0,1,0,1
RUS,ALB,2007.0,1,0,1
ITA,SYC,2021.0,2,0,2
IND,IRL,1999.0,1,0,1
CHN,CAF,2011.0,1,0,1
GRC,PSE,2007.0,1,0,1
KHM,NLD,2014.0,1,0,1
NLD,BIH,2011.0,2,0,2
IDN,TWN,2007.0,1,0,1
PRT,GHA,2011.0,1,0,1
,TON,2001.0,1,0,1
FRA,LIE,2013.0,1,0,1
NOR,PER,2009.0,1,0,1
MLI,COG,2009.0,1,0,1
ESP,PSE,2005.0,1,0,1
COM,CMR,2010.0,1,0,1
CMR,CRI,2019.0,1,0,1
ARE,ZAF,2001.0,1,0,1
ROU,ZAF,1999.0,1,0,1
SVN,ZWE,2014.0,1,0,1
MNG,KAZ,2011.0,1,0,1
TWN,LTU,2011.0,1,0,1
FRA,UGA,2013.0,2,0,2
COG,BEN,2010.0,1,0,1
,ASM,1995.0,2,0,2
ASM,WSM,1999.0,1,0,1
NLD,MDG,2015.0,1,0,1
CAF,BFA,2011.0,1,0,1
WSM,IND,2017.0,1,0,1
IND,WSM,2018.0,1,0,1
THA,FIN,1998.0,1,0,1
JPN,MLT,2004.0,1,0,1
AUT,TTO,2015.0,1,0,1
FRA,JOR,2001.0,1,0,1
ITA,LBY,2008.0,3,0,3
SRB,OMN,2015.0,1,0,1
ZWE,MWI,2010.0,2,0,2
COG,ETH,2018.0,1,0,1
GEO,GRC,2002.0,1,0,1
AGO,RUS,2016.0,1,0,1
SRB,MNE,1998.0,2,0,2
UGA,SLE,2019.0,1,0,1
LCA,,2018.0,2,0,2
UKR,NGA,2009.0,1,0,1
BTN,IDN,2018.0,1,0,1
FLK,DEU,2002.0,2,0,2
BMU,AUS,2011.0,1,0,1
ZAF,MDG,2011.0,1,0,1
GHA,CIV,2009.0,1,0,1
TWN,BGR,2009.0,1,0,1
JAM,GBR,1998.0,1,0,1
FRA,RUS,2024.0,1,0,1
ESP,DOM,2005.0,1,0,1
NGA,CIV,2019.0,2,0,2
FRA,GHA,2006.0,1,0,1
BEL,SYC,2019.0,1,0,1
PHL,IND,2003.0,3,0,3
PAK,AFG,1998.0,1,0,1
AFG,,2000.0,1,0,1
HUN,DNK,2007.0,3,0,3
BEL,IDN,2002.0,1,0,1
NPL,NLD,2005.0,2,0,2
SYR,CYP,2001.0,1,0,1
KWT,CHE,2009.0,1,0,1
FRA,KHM,2005.0,1,0,1
AUT,VEN,2008.0,1,0,1
VEN,AUT,2011.0,1,0,1
BWA,ZWE,2001.0,1,0,1
GHA,TTO,2008.0,1,0,1
BGR,BRA,2020.0,2,0,2
LKA,KEN,2016.0,1,0,1
SAU,KNA,2020.0,1,0,1
GRC,LTU,2009.0,1,0,1
LBN,AUT,2014.0,1,0,1
BDI,TZA,2021.0,1,0,1
SWE,BRB,2009.0,1,0,1
EGY,MYS,2003.0,1,0,1
ZWE,DEU,2008.0,1,0,1
SYR,EGY,2009.0,1,0,1
BEL,PRY,1999.0,1,0,1
PRY,,2004.0,4,0,4
SGP,NPL,2015.0,1,0,1
NAM,NLD,2005.0,1,0,1
MDA,FRA,2009.0,1,0,1
GTM,ARG,2004.0,1,0,1
BRA,EGY,2009.0,2,0,2
BTN,DEU,2010.0,1,0,1
CAN,KNA,2010.0,1,0,1
POL,JOR,2009.0,1,0,1
GBR,PER,1999.0,5,0,5
BIH,ZAF,2020.0,1,0,1
CYP,NLD,2011.0,1,0,1
GBR,PAN,2008.0,2,0,2
NPL,PRT,2014.0,1,0,1
SVN,NOR,2009.0,1,0,1
BGD,KAZ,2016.0,1,0,1
JPN,PRY,2015.0,1,0,1
JPN,PRY,2008.0,2,0,2
ITA,TGO,2014.0,2,0,2
BIH,TUR,2009.0,1,0,1
BGR,AUS,2023.0,1,0,1
FIN,EGY,2011.0,3,0,3
HKG,JOR,2012.0,1,0,1
FIN,SGP,2004.0,2,0,2
HTI,GBR,2021.0,1,0,1
BDI,COG,2013.0,1,0,1
ETH,LBN,2017.0,1,0,1
HTI,CUB,2015.0,1,0,1
FJI,PAK,2021.0,1,0,1
UGA,NZL,2018.0,2,0,2
ESP,GEO,2018.0,1,0,1
ETH,CAN,2007.0,1,0,1
ETH,GEO,2017.0,1,0,1
MLI,ZAF,2000.0,1,0,1
ESP,IDN,2018.0,2,0,2
NLD,LKA,2022.0,1,0,1
UGA,BEN,2019.0,2,0,2
BRN,BFA,2022.0,1,0,1
IRL,OMN,2013.0,1,0,1
GNB,PRT,2021.0,1,0,1
MDA,ARM,2021.0,1,0,1
PHL,BEL,2006.0,1,0,1
TJK,NLD,2021.0,1,0,1
MYS,TUR,2003.0,1,0,1
NAM,IND,2021.0,1,0,1
ERI,IND,2022.0,1,0,1
UKR,HRV,2003.0,1,0,1
ARG,PRI,2002.0,2,0,2
PHL,ITA,2002.0,1,0,1
CAN,LVA,2009.0,1,0,1
JPN,TUN,1998.0,1,0,1
UKR,GRC,1997.0,1,0,1
ZAF,GRD,2016.0,1,0,1
LBN,RUS,2014.0,1,0,1
ISR,NCL,2006.0,1,0,1
FIN,LVA,2010.0,2,0,2
CAN,KNA,2006.0,1,0,1
POL,COL,1999.0,2,0,2
SVN,VEN,2004.0,2,0,2
CAN,GAB,2002.0,2,0,2
LBY,ARE,2006.0,1,0,1
MWI,DEU,1999.0,2,0,2
MYS,BGD,1997.0,1,0,1
POL,ARG,2020.0,1,0,1
BIH,MYS,2014.0,1,0,1
NGA,NAM,2017.0,1,0,1
FIN,PRT,2005.0,1,0,1
CMR,TZA,2013.0,1,0,1
CAN,CYM,2013.0,1,0,1
SRB,KEN,2013.0,1,0,1
NIC,GBR,2023.0,1,0,1
IRQ,OMN,2018.0,1,0,1
ESP,BOL,2003.0,2,0,2
COL,MYS,2011.0,1,0,1
MOZ,USA,1997.0,1,0,1
GMB,PHL,2007.0,1,0,1
CIV,DEU,1997.0,1,0,1
PHL,KEN,2017.0,1,0,1
DEU,CIV,2003.0,1,0,1
CAN,LAO,2019.0,2,0,2
BEL,KHM,2013.0,1,0,1
MKD,AUT,2014.0,1,0,1
SEN,TUR,2011.0,1,0,1
CYP,QAT,2013.0,1,0,1
ISR,ROU,2003.0,3,0,3
CRI,RUS,2018.0,3,0,3
MDA,DNK,2011.0,1,0,1
MWI,NZL,2000.0,1,0,1
HUN,NOR,2004.0,2,0,2
KAZ,TUR,2007.0,1,0,1
KOR,HUN,2006.0,1,0,1
OMN,BHR,2003.0,1,0,1
RUS,PAK,2010.0,1,0,1
FRA,MWI,1999.0,1,0,1
EGY,NGA,2009.0,1,0,1
KOR,QAT,2008.0,1,0,1
TWN,PRT,2014.0,2,0,2
UKR,LBY,2011.0,1,0,1
AUS,LBY,2017.0,2,0,2
TGO,GBR,2020.0,1,0,1
MNG,PNG,2020.0,1,0,1
UKR,IRQ,2016.0,1,0,1
MDG,ZAF,2018.0,1,0,1
TCD,MRT,2006.0,1,0,1
HKG,MMR,2021.0,1,0,1
ZAF,CYP,2020.0,1,0,1
