migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
CA,DK,2000.0,21,10,11
PT,DK,2020.0,13,11,2
NL,ID,2020.0,51,45,6
AU,BD,2018.0,61,91,-30
LU,FR,2004.0,9,20,-11
FR,FI,2015.0,34,24,10
UA,BY,2014.0,15,9,6
MX,nan,2011.0,21,17,4
AT,MK,2018.0,12,16,-4
FR,UA,2008.0,8,13,-5
ID,PK,2022.0,47,13,34
RU,DE,2010.0,162,133,29
MD,RO,2012.0,3,3,0
EC,BO,2020.0,5,5,0
CN,BD,2021.0,49,43,6
IN,CN,2021.0,238,208,30
VN,TW,2020.0,24,39,-15
NL,nan,2022.0,22,69,-47
PE,UA,2016.0,1,1,0
TR,KH,2021.0,3,1,2
GB,TZ,2004.0,4,3,1
IT,ZA,2000.0,4,4,0
ES,RO,2011.0,19,7,12
IL,CH,2016.0,16,10,6
TR,IT,2015.0,18,28,-10
BE,GB,1997.0,34,36,-2
CR,US,1999.0,8,10,-2
AT,JP,2001.0,7,11,-4
CH,PK,2008.0,8,20,-12
SE,AU,2006.0,53,36,17
IN,SI,2015.0,3,2,1
PT,MA,2016.0,10,14,-4
BE,BR,2008.0,34,37,-3
CM,FR,2003.0,9,14,-5
SE,GR,2012.0,7,13,-6
AL,XK,2022.0,2,3,-1
CA,IL,2000.0,32,22,10
ID,US,1998.0,11,9,2
GB,LK,2009.0,21,11,10
VE,FR,2008.0,13,4,9
TH,KR,2013.0,6,16,-10
NL,MT,2015.0,2,1,1
IN,SE,2003.0,22,13,9
BG,PT,2011.0,2,2,0
DE,FI,2009.0,41,48,-7
IT,AT,2017.0,97,61,36
CA,CZ,2018.0,12,9,3
ZA,GH,2015.0,7,15,-8
BO,ES,2019.0,23,13,10
PG,TN,2016.0,2,4,-2
MA,KW,2015.0,7,12,-5
IN,RU,2015.0,20,24,-4
GB,GR,2000.0,103,48,55
DK,SG,2007.0,3,4,-1
NL,SG,2022.0,8,7,1
DK,PL,2015.0,9,13,-4
PH,SG,2014.0,8,8,0
GB,BH,2019.0,8,6,2
RU,AZ,2016.0,13,10,3
RS,GB,2013.0,18,19,-1
CA,ZA,2014.0,49,45,4
DK,KE,2016.0,10,2,8
PT,VE,2009.0,6,2,4
AU,ES,2006.0,18,16,2
ID,GB,2016.0,16,86,-70
ES,FI,2016.0,31,21,10
US,AE,2009.0,48,22,26
FR,AT,2003.0,21,17,4
GB,FJ,2021.0,1,1,0
AU,ZA,2006.0,34,42,-8
CA,LB,2016.0,12,15,-3
IT,NO,2015.0,30,20,10
DK,DE,2011.0,127,146,-19
FR,AE,2019.0,18,9,9
IL,RU,2013.0,35,20,15
DE,JO,2017.0,17,4,13
US,AO,2015.0,4,1,3
NO,IT,2021.0,22,26,-4
IL,JP,2018.0,16,6,10
FR,BR,2008.0,144,133,11
FR,TN,1999.0,27,22,5
EG,PS,2015.0,6,5,1
DK,CH,2000.0,16,13,3
SK,ID,2019.0,4,1,3
RO,GB,2016.0,55,53,2
ES,DK,2020.0,64,42,22
CH,TN,2011.0,10,9,1
ES,IN,2017.0,32,22,10
FR,CH,2023.0,15,11,4
BD,JP,1999.0,13,10,3
SI,US,2008.0,14,11,3
GP,FR,2015.0,20,24,-4
CZ,nan,2009.0,9,9,0
SG,NZ,2015.0,12,11,1
DE,VN,2011.0,16,7,9
ML,FR,2005.0,4,6,-2
ES,NL,2006.0,58,64,-6
AT,PL,2015.0,20,15,5
SI,ES,2015.0,13,11,2
ES,SI,2017.0,12,15,-3
CO,NZ,2017.0,2,3,-1
ML,BF,2019.0,3,4,-1
CY,TR,2009.0,10,10,0
HR,SE,2011.0,2,1,1
ES,EE,2021.0,5,2,3
FR,ID,2003.0,5,2,3
MD,MA,2019.0,1,6,-5
CZ,DK,2022.0,3,3,0
MM,CN,2005.0,7,7,0
NO,RO,2014.0,4,2,2
NL,VN,2018.0,15,5,10
RO,RU,2020.0,11,2,9
IL,IR,2010.0,1,1,0
NP,US,2007.0,15,8,7
JP,SG,2000.0,15,9,6
AT,IL,2022.0,7,4,3
PK,ES,2012.0,3,2,1
PE,AR,2022.0,27,23,4
BE,CH,2005.0,34,27,7
JO,BH,2005.0,3,1,2
IT,SM,2016.0,1,3,-2
IL,ES,2009.0,24,7,17
PK,JP,2012.0,6,10,-4
CL,JP,2019.0,6,13,-7
TH,VN,2021.0,13,12,1
RU,KR,2001.0,8,1,7
RO,ES,2017.0,15,21,-6
RU,LV,2015.0,21,18,3
BD,ID,2017.0,46,25,21
US,GT,2021.0,12,5,7
KE,BR,2022.0,4,1,3
RS,HU,2000.0,1,1,0
BG,UA,2016.0,10,10,0
DE,TZ,2022.0,1,2,-1
BE,DZ,2012.0,5,2,3
CY,GR,2020.0,47,91,-44
LU,PT,2011.0,1,1,0
AR,PT,2011.0,11,4,7
JP,SA,2016.0,14,9,5
CA,AE,2012.0,25,14,11
YE,IN,2018.0,1,5,-4
GB,AE,2008.0,22,15,7
BO,US,2021.0,7,6,1
BD,FR,2016.0,5,5,0
IN,SK,2020.0,5,2,3
PY,EC,2019.0,6,3,3
KR,PR,2002.0,21,30,-9
AE,NZ,2012.0,10,5,5
BO,MX,2019.0,6,11,-5
ID,MY,2010.0,34,21,13
PH,IT,2017.0,1,6,-5
ID,AU,2015.0,42,99,-57
JP,TZ,2019.0,5,5,0
TR,nan,2021.0,14,22,-8
LV,RU,2017.0,21,20,1
MZ,BR,2022.0,8,9,-1
FI,DK,2007.0,13,12,1
MY,BD,2023.0,5,5,0
RO,ES,2010.0,7,11,-4
JP,CZ,2007.0,17,15,2
US,CG,2016.0,4,2,2
BD,US,2004.0,20,20,0
IT,AT,2010.0,38,41,-3
FR,CL,1999.0,13,7,6
KR,ID,2011.0,11,7,4
CO,PE,2009.0,16,20,-4
CA,NZ,2009.0,57,72,-15
PH,DE,2011.0,3,10,-7
CH,PL,2011.0,17,25,-8
IN,HU,2005.0,8,3,5
TH,DE,2015.0,12,33,-21
KR,TR,2015.0,2,6,-4
SE,nan,2009.0,38,62,-24
NL,TZ,2019.0,4,5,-1
IE,ES,2011.0,21,18,3
OM,AU,2013.0,2,5,-3
OM,US,2008.0,4,14,-10
IN,HU,2002.0,5,2,3
nan,NO,2012.0,45,24,21
DE,BR,1999.0,43,24,19
RU,FR,2010.0,71,58,13
ET,LK,2011.0,2,2,0
BY,UA,2003.0,3,4,-1
TW,IN,2000.0,7,13,-6
DE,KE,2012.0,11,12,-1
HR,nan,2010.0,5,3,2
ES,HU,2010.0,3,8,-5
MK,US,2014.0,12,9,3
LU,BE,2016.0,15,25,-10
GB,BH,2010.0,1,5,-4
RS,US,2008.0,31,61,-30
EG,NG,2020.0,10,6,4
BE,KR,2019.0,9,11,-2
FR,ML,2022.0,7,7,0
ID,FR,2013.0,14,23,-9
RU,ES,1999.0,14,7,7
SG,TH,2011.0,4,6,-2
DK,CA,2006.0,22,21,1
PL,RU,2010.0,16,15,1
US,CM,2008.0,7,7,0
FI,IT,1997.0,2,1,1
PL,nan,2021.0,8,10,-2
nan,BY,2018.0,1,2,-1
FR,AE,2010.0,12,3,9
CO,BD,2018.0,2,1,1
CH,AT,2000.0,39,48,-9
IE,SA,2019.0,11,5,6
SE,HU,2022.0,6,13,-7
RU,RS,2006.0,7,4,3
PL,SK,2019.0,19,13,6
PL,GB,2005.0,36,33,3
BW,NG,2012.0,5,3,2
US,IL,2023.0,9,15,-6
CN,VE,2008.0,1,1,0
NL,IE,2018.0,28,21,7
CA,SE,2002.0,28,33,-5
SE,IT,2003.0,33,56,-23
CI,CH,2018.0,4,2,2
NL,CW,2005.0,4,13,-9
PE,GB,2020.0,23,19,4
JP,TR,1999.0,32,34,-2
BR,UY,2008.0,30,32,-2
NO,CH,2015.0,12,27,-15
SG,NL,2007.0,6,8,-2
BF,CG,2012.0,1,1,0
BE,CH,2002.0,40,25,15
US,BG,1997.0,14,15,-1
BE,GB,1998.0,41,31,10
GB,SJ,2016.0,2,3,-1
KW,BH,2015.0,1,1,0
TZ,CN,2010.0,1,2,-1
LU,GB,2015.0,11,22,-11
PE,ID,2021.0,5,5,0
DZ,FR,1998.0,16,15,1
BO,ES,2017.0,17,22,-5
NE,CH,2020.0,4,1,3
AE,ES,2019.0,3,8,-5
GR,BR,2007.0,5,2,3
BY,FR,2014.0,2,1,1
AU,CL,2019.0,23,26,-3
MT,CA,2017.0,4,2,2
MT,CA,2019.0,1,1,0
IR,FR,2009.0,13,31,-18
AR,BR,1999.0,26,15,11
AR,EC,2014.0,21,9,12
CN,IE,2019.0,26,47,-21
EG,AU,2011.0,8,13,-5
NZ,NP,2008.0,7,5,2
DK,NG,2017.0,2,2,0
AE,ES,2017.0,5,3,2
FR,CM,2011.0,17,13,4
SG,DK,2011.0,8,3,5
NZ,MV,2019.0,1,1,0
CU,ES,2022.0,38,27,11
IN,FR,1999.0,23,53,-30
IT,CL,2011.0,25,14,11
KW,MY,2017.0,2,5,-3
BE,CN,2009.0,46,46,0
NO,CN,2004.0,11,4,7
CH,AU,2000.0,30,30,0
PA,PH,2018.0,1,1,0
ES,SI,2019.0,15,13,2
MD,MA,2017.0,1,3,-2
IE,PK,2019.0,25,12,13
BR,KR,2018.0,6,2,4
CA,PH,2005.0,7,3,4
GF,FR,2009.0,12,13,-1
RU,HU,2001.0,8,2,6
FR,BF,2018.0,18,17,1
GE,US,1999.0,82,77,5
LB,AU,2022.0,1,1,0
PE,CO,2006.0,16,8,8
NO,SA,2018.0,2,2,0
nan,PK,2013.0,6,9,-3
PK,GR,2011.0,2,2,0
RS,NO,2014.0,7,1,6
GM,GB,2005.0,10,8,2
TR,TW,2002.0,8,6,2
CA,VE,2009.0,5,4,1
BD,FI,2020.0,5,4,1
MY,GB,1998.0,9,19,-10
CA,UG,2019.0,3,3,0
NO,NL,2022.0,23,30,-7
CZ,CA,2005.0,10,9,1
CL,JP,2010.0,3,8,-5
IN,MX,2011.0,13,11,2
CZ,AT,2007.0,16,6,10
KW,TR,2018.0,7,13,-6
AZ,TR,2019.0,5,20,-15
AU,CY,2016.0,3,3,0
DZ,FR,1997.0,5,7,-2
US,BN,2021.0,5,1,4
KW,NG,2012.0,2,1,1
IT,SK,2004.0,4,2,2
DK,GW,2009.0,3,2,1
CA,PH,2002.0,6,1,5
MY,RU,2009.0,7,7,0
VN,FR,2001.0,4,11,-7
SI,MY,2016.0,1,2,-1
RU,MZ,2009.0,10,11,-1
AU,GH,2012.0,2,1,1
IS,US,2021.0,9,19,-10
GR,TR,2011.0,8,3,5
PL,SK,2017.0,8,10,-2
JP,ZA,2011.0,12,4,8
LK,OM,2015.0,1,2,-1
VN,BE,2003.0,2,2,0
DK,NO,2023.0,7,2,5
HR,AU,2022.0,6,2,4
CL,UY,2014.0,5,8,-3
DE,IR,2009.0,28,36,-8
SE,PL,2018.0,24,37,-13
HK,NL,2008.0,11,21,-10
BR,NO,2013.0,33,17,16
PH,CL,2020.0,3,4,-1
LU,NL,2020.0,9,7,2
GT,US,2018.0,16,18,-2
TN,CH,2019.0,12,9,3
LK,IN,2014.0,6,12,-6
FR,AE,2017.0,13,3,10
VE,GB,2019.0,8,1,7
MD,RU,2021.0,4,1,3
CZ,BE,2016.0,8,12,-4
GH,US,2007.0,7,5,2
SA,DZ,2019.0,7,15,-8
QA,PK,2021.0,14,18,-4
GB,EG,1999.0,6,15,-9
FI,EE,2011.0,14,11,3
GM,GB,2002.0,2,5,-3
BG,CN,2006.0,7,4,3
HR,SI,2002.0,3,6,-3
SK,NL,2011.0,8,3,5
NL,NO,1999.0,11,6,5
TR,NO,2002.0,2,2,0
SA,OM,2006.0,2,1,1
IR,EG,2022.0,8,4,4
AT,BR,2009.0,10,13,-3
UY,CL,2013.0,9,21,-12
SE,NI,2004.0,2,3,-1
GB,OM,2004.0,4,5,-1
FJ,AU,2014.0,6,6,0
CO,JP,2020.0,12,9,3
CH,SG,2015.0,15,11,4
XK,AL,2022.0,3,2,1
IN,SD,2019.0,3,2,1
ES,ET,2021.0,1,2,-1
PL,MZ,2013.0,11,6,5
nan,PR,2020.0,2,1,1
FI,IT,1998.0,6,7,-1
CL,IT,2007.0,19,17,2
CA,SE,2005.0,35,43,-8
ID,CZ,2021.0,6,18,-12
NO,SK,2019.0,2,5,-3
CH,SA,2019.0,7,10,-3
CN,FI,2006.0,9,16,-7
NO,DE,2000.0,19,23,-4
IT,HU,2010.0,7,14,-7
FR,SA,2007.0,12,3,9
DK,AT,2018.0,13,26,-13
CR,GB,2012.0,3,4,-1
RU,MY,2014.0,16,21,-5
IN,NO,2003.0,24,11,13
FR,TR,1999.0,4,2,2
ID,US,1997.0,7,6,1
CH,SI,2020.0,10,12,-2
LT,US,2015.0,10,13,-3
CZ,HR,2014.0,4,11,-7
EC,BR,2013.0,7,7,0
JO,EG,2002.0,5,2,3
TR,CZ,2012.0,5,9,-4
BW,CA,2009.0,2,1,1
TZ,GB,2008.0,3,8,-5
SE,SG,2004.0,5,3,2
MQ,FR,2004.0,6,4,2
QA,DK,2022.0,2,2,0
CZ,RS,2011.0,11,2,9
NL,TZ,2017.0,5,1,4
DE,LT,2017.0,9,6,3
AU,ID,1998.0,3,1,2
NP,KR,2008.0,4,2,2
BE,TR,2006.0,7,4,3
JP,GR,2012.0,28,68,-40
ZA,IT,2019.0,17,36,-19
NZ,NO,2018.0,12,5,7
BD,IR,2022.0,3,3,0
BA,RS,2005.0,5,4,1
AR,PA,2007.0,2,2,0
NL,HU,2017.0,12,20,-8
CH,MX,2013.0,11,8,3
CZ,PL,2011.0,41,45,-4
KR,EG,2006.0,5,2,3
SA,IR,2014.0,5,6,-1
PL,IN,2002.0,4,6,-2
DE,JO,2010.0,10,8,2
GA,CA,2014.0,1,2,-1
NP,GB,2009.0,2,7,-5
EG,YE,2013.0,7,8,-1
AE,GB,2006.0,8,15,-7
JP,TZ,2010.0,4,1,3
CH,IE,2007.0,6,4,2
NG,SA,2009.0,1,3,-2
LT,KH,2013.0,1,1,0
AZ,TR,2017.0,12,18,-6
JP,NZ,2007.0,17,14,3
GB,KW,2011.0,6,13,-7
US,JM,2001.0,21,13,8
PT,CA,2022.0,8,13,-5
NO,BE,2022.0,10,9,1
SY,nan,2019.0,1,1,0
CA,JO,2003.0,5,2,3
FR,SG,2006.0,11,7,4
SI,CZ,2007.0,10,6,4
SA,IT,2013.0,3,19,-16
LU,AU,2010.0,2,2,0
AU,IR,2023.0,2,6,-4
UY,CU,2006.0,2,1,1
NZ,IE,2021.0,12,14,-2
BO,MX,2010.0,2,1,1
JP,OM,2014.0,1,1,0
HU,NG,2016.0,1,1,0
IN,DK,2004.0,6,7,-1
TW,BR,2010.0,2,2,0
HN,BR,2013.0,4,1,3
CG,FR,2021.0,14,13,1
DK,ZA,2010.0,6,4,2
SG,CH,2002.0,2,1,1
GR,RS,2008.0,3,1,2
MY,GB,1997.0,9,14,-5
TN,CH,2017.0,13,15,-2
BE,KR,2017.0,17,21,-4
IN,NL,1999.0,16,11,5
BE,PH,2014.0,2,1,1
DK,NZ,2022.0,5,3,2
KR,PR,2005.0,19,21,-2
FR,SY,2018.0,13,7,6
TW,RU,2018.0,14,15,-1
AT,NL,1999.0,11,10,1
ES,HN,2000.0,4,5,-1
DE,NZ,2003.0,20,20,0
GB,PR,2018.0,1,1,0
DZ,BE,2007.0,3,2,1
SE,XK,2011.0,1,2,-1
GB,CM,2014.0,8,5,3
IS,NO,2020.0,4,6,-2
IN,ZA,2006.0,16,17,-1
BO,PE,2010.0,2,5,-3
KR,UZ,2003.0,1,3,-2
MM,CN,2002.0,13,5,8
SE,MX,2011.0,4,7,-3
GR,KW,2006.0,2,1,1
IE,BE,2004.0,3,2,1
BE,ZA,2020.0,22,25,-3
MM,JP,2005.0,1,3,-2
IT,HU,2019.0,9,12,-3
GB,YE,1997.0,1,1,0
BR,CZ,2022.0,15,4,11
VE,PT,2018.0,4,4,0
IE,JP,2022.0,10,22,-12
NG,PT,2016.0,2,1,1
NE,MA,2016.0,2,1,1
ZW,US,2015.0,14,6,8
SY,IT,1998.0,1,2,-1
PK,TH,2018.0,8,13,-5
GB,UA,2022.0,6,11,-5
CL,IL,2022.0,3,4,-1
PK,KW,2020.0,3,5,-2
FR,QA,2009.0,8,2,6
ML,CI,2014.0,2,2,0
CH,SA,2017.0,6,5,1
TH,KH,2022.0,5,4,1
AT,EG,2019.0,7,4,3
EC,RU,2021.0,1,1,0
RS,nan,2019.0,3,2,1
BO,PE,2019.0,12,7,5
SI,DE,2020.0,8,17,-9
AE,KW,2019.0,5,8,-3
ZA,PT,2016.0,3,1,2
AT,GB,1999.0,20,20,0
SE,UA,2011.0,3,8,-5
AU,JM,2009.0,1,2,-1
CH,FI,2014.0,22,22,0
AE,ZA,2004.0,2,3,-1
HU,FI,2001.0,5,8,-3
IL,UA,2007.0,1,3,-2
CO,MY,2018.0,3,1,2
IL,AT,2015.0,5,4,1
HR,BA,2010.0,19,12,7
PK,IE,2012.0,9,9,0
NZ,PK,2001.0,2,1,1
BN,JP,2013.0,2,2,0
DK,ZA,2017.0,9,7,2
SG,SE,2007.0,3,6,-3
ET,US,2000.0,8,13,-5
JO,EG,2005.0,2,2,0
MY,DK,2014.0,5,4,1
EG,TN,2012.0,12,8,4
NL,CZ,2008.0,13,11,2
ZA,SG,2021.0,3,3,0
NL,LT,2010.0,2,3,-1
US,PR,2016.0,1,7,-6
KR,NG,2014.0,12,9,3
BG,CH,2003.0,3,2,1
AR,AU,2013.0,8,7,1
LV,RU,2010.0,10,22,-12
JP,DK,2007.0,10,10,0
GE,UA,2016.0,1,4,-3
AT,EG,2017.0,6,4,2
MA,MY,2019.0,2,6,-4
PK,SA,2004.0,8,9,-1
ET,CA,2021.0,8,4,4
ID,FI,2016.0,4,2,2
GE,RU,2005.0,3,1,2
GE,SE,2020.0,1,1,0
FR,KH,2020.0,7,12,-5
ZA,IT,2010.0,9,10,-1
TT,IN,2015.0,2,2,0
IR,TN,2010.0,1,1,0
BE,FI,2011.0,7,8,-1
ID,RU,2020.0,15,34,-19
AT,SK,2021.0,9,8,1
EE,IT,2022.0,4,6,-2
NZ,SG,2016.0,20,12,8
EE,JP,2015.0,2,2,0
ET,BH,2016.0,14,5,9
KW,MY,2019.0,3,6,-3
NG,ES,2017.0,3,1,2
CL,nan,2021.0,3,2,1
DK,RS,2001.0,1,1,0
JP,KE,1999.0,2,2,0
JP,MX,2002.0,9,5,4
MA,PT,2011.0,4,1,3
PL,GR,2016.0,1,1,0
SA,NL,2007.0,3,4,-1
GH,NL,2012.0,3,1,2
LT,DK,2008.0,2,1,1
UA,IL,2009.0,2,1,1
NL,LT,2019.0,3,2,1
GR,LK,2015.0,3,9,-6
JP,UA,2008.0,4,7,-3
GR,PT,2004.0,1,1,0
QA,JO,2008.0,3,3,0
DK,BE,2001.0,4,5,-1
nan,DE,1999.0,8,18,-10
SE,SI,2007.0,1,2,-1
DK,FI,2005.0,6,9,-3
RS,CH,2004.0,5,3,2
BH,GB,2014.0,5,6,-1
NG,TT,2018.0,1,1,0
UG,NL,2014.0,1,5,-4
RS,SK,2022.0,3,4,-1
PT,RS,2021.0,3,1,2
IE,BR,2012.0,5,12,-7
IT,VN,2011.0,3,1,2
NL,SI,2005.0,2,2,0
BJ,GH,2021.0,2,1,1
UZ,FR,2012.0,1,1,0
ZA,HU,2014.0,2,1,1
RW,AU,2016.0,1,1,0
NL,PH,2017.0,3,10,-7
EG,RU,2016.0,7,7,0
nan,DZ,2011.0,4,4,0
QA,SE,2016.0,5,1,4
UA,CH,2020.0,4,4,0
NL,GA,2013.0,3,5,-2
FR,ET,2007.0,1,1,0
nan,AT,2008.0,6,13,-7
NZ,LA,2002.0,3,1,2
NO,IR,2017.0,3,16,-13
GB,ET,2013.0,9,5,4
CN,BR,2001.0,6,14,-8
CO,CH,2005.0,3,3,0
ES,KE,2001.0,1,1,0
BR,BY,2000.0,2,1,1
AU,MK,1999.0,3,4,-1
RU,CL,2009.0,4,3,1
US,SY,2015.0,6,9,-3
NZ,nan,2004.0,13,5,8
CA,UY,2020.0,2,4,-2
IR,CH,2005.0,2,1,1
ZA,IE,2007.0,7,4,3
SE,MY,2000.0,1,2,-1
GR,AT,2006.0,3,2,1
SG,NO,2013.0,2,1,1
IE,BD,2009.0,2,1,1
GB,JO,2007.0,9,8,1
AF,MX,2005.0,1,3,-2
AR,IE,1999.0,2,1,1
PK,NO,2013.0,9,6,3
IN,SD,2017.0,2,3,-1
CN,BO,2000.0,3,1,2
BO,MX,2017.0,15,13,2
SE,KE,2011.0,5,4,1
PL,BD,2011.0,3,3,0
BY,FI,2022.0,1,1,0
NG,PK,2005.0,1,1,0
JP,AR,2022.0,4,4,0
EG,HU,2018.0,4,10,-6
ER,ET,2018.0,1,1,0
IQ,BH,2020.0,3,3,0
ZA,NO,2019.0,9,3,6
NO,PK,2012.0,6,1,5
MA,IT,2000.0,2,6,-4
SK,HR,2012.0,3,4,-1
BE,KR,2010.0,8,8,0
DK,TR,2008.0,1,1,0
FR,GA,2020.0,6,7,-1
IS,NL,2020.0,4,2,2
MD,MA,2010.0,8,4,4
PT,CR,2015.0,2,2,0
KZ,FR,2018.0,2,3,-1
PS,MY,2013.0,1,2,-1
TN,QA,2016.0,5,4,1
NL,CW,2002.0,3,7,-4
NO,SK,2017.0,2,2,0
PT,ID,2017.0,2,1,1
JP,IL,2006.0,5,7,-2
CO,nan,2020.0,9,10,-1
PK,ID,2022.0,13,47,-34
SV,MX,2020.0,9,3,6
IR,ID,2013.0,5,3,2
MY,NL,2020.0,11,12,-1
BB,CA,2011.0,2,1,1
CH,HR,2014.0,3,11,-8
LK,DE,2021.0,3,1,2
PL,IN,2005.0,7,3,4
JM,CA,2000.0,1,1,0
MM,JP,2002.0,2,2,0
CU,CH,2015.0,4,1,3
IE,NZ,2016.0,17,15,2
IE,PK,2010.0,5,6,-1
ES,NI,2004.0,5,2,3
DE,BO,2018.0,1,1,0
PL,BE,2008.0,17,7,10
LK,KR,2016.0,1,2,-1
MY,AE,2013.0,6,4,2
LU,AU,2017.0,1,3,-2
QA,IQ,2021.0,8,16,-8
RU,LT,2006.0,6,10,-4
EE,IS,2010.0,1,1,0
IN,CO,2005.0,1,1,0
JO,GB,2022.0,7,10,-3
AE,BE,2017.0,1,1,0
BR,LK,2019.0,6,2,4
KW,JP,2018.0,1,1,0
BD,IT,2014.0,10,9,1
ES,RS,2021.0,5,7,-2
SI,CH,2001.0,3,1,2
DK,FI,2002.0,11,6,5
IE,IQ,2012.0,1,2,-1
DE,PE,2012.0,7,3,4
ES,HU,2019.0,8,7,1
OM,DE,2017.0,2,4,-2
LB,DE,2020.0,7,5,2
GB,PE,2021.0,13,12,1
KH,JP,2021.0,5,8,-3
GB,HN,2011.0,1,1,0
RS,JP,2004.0,5,3,2
VE,JP,2006.0,1,1,0
BR,AT,2007.0,5,8,-3
BE,NZ,2020.0,3,4,-1
SA,PT,2022.0,4,2,2
HU,nan,2000.0,4,1,3
EG,SE,2013.0,4,10,-6
AL,DE,2016.0,1,1,0
MY,LK,2016.0,4,4,0
SE,LU,2012.0,2,1,1
BA,PL,2009.0,4,1,3
NZ,CN,2000.0,12,16,-4
BH,US,2000.0,3,4,-1
XK,ME,2010.0,1,1,0
RO,GR,2015.0,2,5,-3
IL,DK,2004.0,4,1,3
AU,MX,2009.0,8,6,2
MW,CH,2016.0,1,1,0
AE,ES,2010.0,1,1,0
QA,DE,2014.0,1,10,-9
FI,nan,2014.0,9,9,0
NG,BH,2008.0,2,6,-4
IL,PH,2011.0,1,1,0
NG,TN,2011.0,2,4,-2
GB,PA,2009.0,4,3,1
NG,BD,2017.0,1,3,-2
TZ,CN,2017.0,6,3,3
AT,nan,2021.0,9,8,1
VE,CO,1997.0,4,6,-2
SG,CH,2005.0,2,6,-4
BY,US,2003.0,11,6,5
SE,VN,2000.0,3,1,2
DK,ZA,2019.0,5,8,-3
MY,NZ,2012.0,18,20,-2
ES,SK,2019.0,4,6,-2
CA,PE,2002.0,1,2,-1
BE,NO,2008.0,5,2,3
AO,IT,2013.0,2,3,-1
MX,SA,2020.0,8,3,5
TW,IR,2014.0,3,5,-2
NO,ES,2023.0,2,2,0
JO,NL,2017.0,1,1,0
NO,CA,2007.0,11,14,-3
RO,PT,2021.0,3,4,-1
FR,CF,2013.0,3,2,1
DZ,IR,2018.0,4,2,2
KN,IN,2018.0,1,1,0
DE,TN,2005.0,2,2,0
VE,IT,2000.0,3,2,1
GB,KH,2003.0,1,1,0
JO,CN,2012.0,1,3,-2
CA,PS,2011.0,2,2,0
CA,GE,2009.0,2,1,1
SA,DE,2009.0,4,13,-9
BR,NL,1997.0,5,8,-3
IL,EG,2021.0,4,4,0
NG,ES,2019.0,3,4,-1
ZA,PL,2019.0,9,5,4
PT,ID,2019.0,5,1,4
CN,RS,2008.0,9,1,8
MT,CA,2010.0,1,2,-1
BE,BG,2014.0,1,5,-4
MX,EG,2014.0,1,2,-1
QA,KW,2016.0,3,6,-3
ES,CU,1999.0,31,30,1
KR,CL,2018.0,2,3,-1
IS,ES,2020.0,2,2,0
ZA,NL,1998.0,2,3,-1
DK,IL,2014.0,5,5,0
SD,PT,2011.0,1,1,0
EE,IL,2016.0,1,1,0
NG,BD,2019.0,3,1,2
MD,CH,2006.0,2,1,1
TZ,ZA,2008.0,1,3,-2
ZA,QA,2017.0,3,1,2
TJ,US,2018.0,2,1,1
VE,GB,2017.0,8,2,6
AE,JP,2016.0,1,5,-4
EC,PH,2014.0,1,1,0
EC,nan,2020.0,3,8,-5
CN,KE,2006.0,1,4,-3
PL,AT,2022.0,10,5,5
RS,FI,2010.0,1,1,0
GA,GB,2014.0,1,1,0
JP,BY,2017.0,1,1,0
CU,HU,2003.0,1,2,-1
PA,SE,2009.0,7,4,3
NA,JP,2018.0,1,1,0
IT,ID,2009.0,2,1,1
IT,KZ,2020.0,1,1,0
LU,CH,2007.0,3,3,0
ES,AO,2005.0,5,1,4
ML,ZA,2021.0,1,1,0
FR,MC,2016.0,9,4,5
PH,IT,2019.0,5,7,-2
KZ,FI,2006.0,1,1,0
FI,IQ,2020.0,1,1,0
ZA,NO,2010.0,9,5,4
GR,MX,2020.0,2,2,0
EC,SV,2015.0,1,2,-1
AZ,TR,2010.0,7,9,-2
PK,SG,2022.0,5,5,0
SI,GB,2001.0,3,5,-2
UY,ID,2021.0,1,2,-1
MT,SE,2016.0,1,1,0
RU,TR,2004.0,2,1,1
XK,US,2012.0,1,3,-2
PL,VN,2023.0,2,2,0
PY,GB,2015.0,2,2,0
JM,US,2000.0,8,2,6
NZ,KE,2022.0,1,1,0
RS,MK,2016.0,5,2,3
IE,UA,2017.0,1,1,0
AT,SY,2015.0,1,1,0
UA,SE,2007.0,3,10,-7
SE,KW,2008.0,2,1,1
FJ,US,2003.0,1,1,0
RW,SE,2015.0,2,1,1
BG,NL,2006.0,2,3,-1
ZA,PL,2010.0,2,4,-2
NG,ET,2006.0,1,1,0
IE,SA,2010.0,1,2,-1
FJ,CA,2013.0,1,1,0
CZ,CA,2002.0,6,5,1
ES,SV,2006.0,1,2,-1
GB,BY,2002.0,1,6,-5
AU,VN,2008.0,8,8,0
PT,TR,2021.0,1,3,-2
ET,GB,2004.0,4,4,0
EC,VE,2016.0,5,50,-45
MY,NO,2014.0,1,2,-1
US,MM,2009.0,2,3,-1
nan,CY,2018.0,1,1,0
IT,AL,2012.0,4,2,2
VN,AU,2003.0,3,4,-1
GB,YE,1998.0,1,1,0
FR,TZ,2011.0,1,9,-8
GB,RW,2020.0,5,1,4
NZ,TW,2008.0,1,7,-6
AE,SE,2020.0,2,4,-2
UG,NG,2011.0,1,4,-3
SZ,ZA,2018.0,3,9,-6
PH,NO,2003.0,1,1,0
