migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
NZL,IRL,2013.0,3,6,-3
VNM,RUS,2016.0,4,13,-9
HRV,DEU,1998.0,4,1,3
CAN,ARG,2003.0,12,20,-8
VEN,MEX,1999.0,2,1,1
BWA,ZAF,2013.0,5,6,-1
BEL,KOR,2008.0,2,3,-1
POL,IND,2009.0,2,1,1
SWE,LVA,2011.0,2,1,1
SDN,SAU,2008.0,3,3,0
ARG,COL,2001.0,6,3,3
IRQ,TUR,2016.0,5,12,-7
BGR,ITA,2011.0,4,6,-2
NLD,THA,2005.0,3,4,-1
BEL,ROU,2004.0,5,6,-1
ESP,VEN,2000.0,5,5,0
AUS,PAK,2006.0,2,3,-1
NLD,IDN,2005.0,4,2,2
USA,NPL,2010.0,5,12,-7
JPN,POL,2007.0,8,2,6
LUX,NOR,2016.0,1,2,-1
COG,USA,2011.0,5,3,2
CHE,LUX,2020.0,3,6,-3
NLD,JPN,2015.0,15,16,-1
ITA,MLT,2018.0,5,3,2
USA,GUM,2021.0,4,4,0
EGY,GBR,2010.0,18,46,-28
JOR,AUS,2011.0,5,6,-1
USA,MHL,2010.0,1,1,0
SGP,JPN,2011.0,18,34,-16
ESP,MYS,2014.0,5,4,1
NLD,IND,2005.0,14,10,4
KOR,SWE,2015.0,10,9,1
NOR,EGY,2015.0,3,2,1
DNK,GHA,2008.0,1,1,0
AND,ESP,2018.0,2,1,1
HKG,SWE,2018.0,8,5,3
CUB,IND,2018.0,1,1,0
TWN,ESP,2018.0,5,5,0
GRC,FIN,2017.0,3,1,2
PHL,FRA,2002.0,1,2,-1
CHN,ISR,2012.0,6,9,-3
HRV,BRA,2020.0,1,3,-2
HRV,ITA,2016.0,9,11,-2
TUR,NZL,2018.0,5,1,4
JPN,JOR,2008.0,1,1,0
TUR,SDN,2018.0,1,1,0
ZAF,CZE,2022.0,3,1,2
NZL,FRA,2022.0,10,6,4
JPN,VNM,2007.0,10,5,5
SRB,RUS,2015.0,6,2,4
ECU,BRA,2004.0,1,1,0
ZAF,JPN,2013.0,1,4,-3
COL,PRI,2005.0,3,2,1
GBR,SLE,2019.0,4,5,-1
RUS,KAZ,2004.0,4,5,-1
IRN,ESP,2007.0,1,1,0
BGR,POL,2011.0,5,1,4
FIN,MEX,2017.0,2,2,0
POL,SGP,2014.0,8,3,5
DEU,NCL,2016.0,1,1,0
ESP,HUN,2021.0,3,3,0
IRL,ITA,2018.0,19,43,-24
NCL,AUS,2012.0,2,2,0
BRA,ARG,1997.0,3,7,-4
KOR,ETH,2015.0,2,4,-2
FIN,NLD,2018.0,12,22,-10
BEL,ITA,1997.0,3,4,-1
LUX,POL,2013.0,1,2,-1
CUB,CHL,2017.0,10,3,7
ZWE,GBR,2021.0,6,3,3
COL,ARG,2021.0,7,12,-5
NLD,PAK,2018.0,14,1,13
QAT,TUN,2020.0,2,11,-9
TZA,ZAF,2012.0,2,4,-2
IND,GHA,2021.0,2,1,1
CMR,CHE,2018.0,1,1,0
BEL,HKG,2017.0,2,1,1
CHE,ARG,2020.0,5,13,-8
DEU,IDN,2022.0,9,6,3
MYS,PHL,2018.0,2,1,1
NOR,UGA,2019.0,2,1,1
NZL,DNK,2021.0,3,1,2
MAR,DEU,2020.0,5,4,1
DEU,JAM,2021.0,1,1,0
ROU,IRL,2011.0,2,1,1
TZA,CHE,2009.0,2,1,1
FRA,ISR,2008.0,11,24,-13
AUS,HUN,2001.0,2,3,-1
AZE,RUS,2004.0,4,5,-1
PSE,DEU,2008.0,4,4,0
BLR,RUS,2008.0,9,5,4
BLR,DEU,2001.0,10,9,1
SWE,DNK,1997.0,6,7,-1
PRT,VEN,2006.0,1,2,-1
IRL,RUS,2006.0,2,6,-4
DNK,BRA,2005.0,3,1,2
BIH,HRV,2015.0,3,9,-6
USA,QAT,2002.0,2,1,1
JPN,CZE,2013.0,10,5,5
USA,HND,2012.0,1,2,-1
CHE,CZE,2007.0,4,6,-2
OMN,SGP,2012.0,2,1,1
CHL,ISR,2010.0,1,3,-2
USA,KWT,2014.0,10,4,6
ESP,LTU,2019.0,3,3,0
UKR,JPN,2013.0,3,2,1
RUS,SVN,2019.0,1,2,-1
USA,BHR,2015.0,4,1,3
NZL,CHE,2012.0,8,8,0
FRA,MLI,2012.0,2,3,-1
ITA,HKG,2010.0,1,1,0
CRI,GBR,2011.0,2,2,0
ITA,GHA,2015.0,1,1,0
VNM,CAN,2014.0,3,4,-1
UZB,CHN,2018.0,5,1,4
AUS,MNG,2015.0,1,1,0
HKG,GHA,2019.0,3,1,2
HKG,SAU,2020.0,5,6,-1
SEN,GIN,2020.0,3,1,2
SDN,JPN,2017.0,2,3,-1
HUN,JPN,2021.0,3,2,1
KOR,POL,2003.0,1,4,-3
CMR,IND,2021.0,2,1,1
BGR,GRC,2014.0,3,2,1
CZE,MNG,2006.0,1,1,0
NAM,USA,2020.0,3,2,1
JOR,IRQ,2010.0,4,2,2
RUS,UZB,1999.0,3,4,-1
DNK,RUS,2006.0,5,7,-2
POL,BEL,1999.0,2,3,-1
DNK,NLD,1997.0,2,5,-3
SRB,GBR,1998.0,2,1,1
ZAF,CHN,2003.0,1,1,0
BWA,IND,2001.0,1,1,0
EGY,JPN,2014.0,12,51,-39
MAR,ESP,2010.0,5,12,-7
CHN,PRK,2017.0,5,1,4
MNG,JPN,2021.0,3,4,-1
RUS,AUT,2018.0,5,4,1
AUS,ETH,2021.0,3,21,-18
TZA,JPN,2009.0,2,4,-2
CHL,GBR,2002.0,7,8,-1
PHL,JPN,2001.0,4,5,-1
IND,FIN,2005.0,3,1,2
PAK,THA,2016.0,4,7,-3
GBR,ARE,2002.0,9,3,6
CIV,GHA,2008.0,1,1,0
GEO,DEU,2009.0,3,7,-4
TUR,ZAF,2005.0,1,2,-1
SWE,UKR,2002.0,2,10,-8
NLD,SVK,2006.0,1,3,-2
CAN,ROU,2021.0,3,1,2
POL,ISR,2011.0,1,9,-8
DNK,GRC,2011.0,3,8,-5
SLV,USA,2018.0,2,1,1
HUN,SRB,2016.0,3,5,-2
CAN,VEN,2008.0,1,4,-3
CHN,URY,2020.0,1,1,0
ROU,BEL,2008.0,3,10,-7
PHL,NLD,2011.0,1,1,0
FIN,ROU,2016.0,2,1,1
UKR,NLD,2012.0,2,1,1
AUS,TWN,1999.0,1,1,0
BGR,JPN,2008.0,2,1,1
ESP,PAN,2003.0,3,1,2
AUT,CZE,2006.0,2,11,-9
GBR,SLE,2017.0,1,2,-1
YEM,CAN,2022.0,1,1,0
CHN,BWA,2018.0,1,1,0
HKG,CHE,2014.0,5,3,2
JPN,ZMB,2021.0,3,3,0
MNG,RUS,2016.0,1,3,-2
PRT,JPN,2007.0,2,2,0
CHN,JOR,2020.0,4,1,3
ECU,KOR,2021.0,2,2,0
BRA,ARG,1998.0,6,7,-1
USA,IRQ,2008.0,2,7,-5
GLP,USA,2016.0,2,1,1
TWN,PHL,2014.0,5,3,2
JOR,QAT,2017.0,6,4,2
IND,SVK,2017.0,1,1,0
IND,SVK,2019.0,3,2,1
KAZ,ITA,2020.0,1,2,-1
JPN,LKA,2009.0,7,2,5
ECU,MEX,2015.0,4,12,-8
ZWE,BWA,2014.0,1,1,0
ZWE,FRA,2008.0,1,1,0
QAT,JOR,2020.0,5,13,-8
CHE,PHL,2016.0,2,3,-1
PAK,NGA,2006.0,1,1,0
RUS,BGR,2007.0,1,2,-1
SAU,MAR,2015.0,2,4,-2
DNK,IRN,2008.0,2,4,-2
DNK,GNB,2007.0,2,1,1
DEU,SDN,2008.0,2,1,1
HUN,ESP,2013.0,5,4,1
CAN,MYS,2004.0,1,1,0
PAK,JOR,2009.0,2,1,1
ISR,FIN,2012.0,1,1,0
CMR,GHA,2019.0,3,1,2
BEL,SVN,2016.0,3,5,-2
SGP,HUN,2012.0,2,2,0
HRV,NLD,2020.0,7,3,4
SAU,NZL,2018.0,3,3,0
GBR,PER,2019.0,5,9,-4
BGD,NZL,2016.0,1,2,-1
EGY,PRT,2006.0,1,1,0
SAU,JPN,2011.0,1,8,-7
DOM,USA,2020.0,2,5,-3
NGA,JPN,2019.0,7,7,0
PAK,IRN,2011.0,2,1,1
DNK,LTU,2018.0,4,8,-4
JOR,SYR,2016.0,2,5,-3
TUR,FIN,2008.0,3,4,-1
ITA,KOR,2001.0,2,1,1
SWE,CRI,2005.0,1,1,0
GHA,JPN,1999.0,1,1,0
HUN,BEL,1999.0,3,2,1
SVN,ITA,2004.0,1,4,-3
UGA,USA,2000.0,1,1,0
KOR,MEX,2011.0,1,1,0
DNK,BRA,2002.0,1,2,-1
NOR,CAN,2022.0,2,8,-6
ESP,KOR,2004.0,2,2,0
HRV,DEU,1997.0,4,4,0
JOR,QAT,2010.0,5,1,4
SGP,ISR,2008.0,3,1,2
GBR,HRV,2013.0,5,8,-3
VNM,SGP,2008.0,3,1,2
CAN,LUX,2012.0,1,2,-1
NZL,SGP,2022.0,7,9,-2
JPN,ROU,2015.0,6,2,4
AUT,NOR,2013.0,7,5,2
HUN,NOR,2021.0,3,1,2
AUS,AUT,2020.0,13,21,-8
SVN,NOR,2020.0,1,1,0
AUT,NZL,2013.0,3,6,-3
ARE,IRL,2022.0,1,2,-1
KAZ,USA,2021.0,3,9,-6
TUR,TUN,2022.0,1,1,0
PRT,CHL,2011.0,1,1,0
CHN,SVK,2021.0,2,2,0
CIV,CHE,2015.0,1,1,0
TZA,ESP,2002.0,2,1,1
DNK,UKR,2002.0,2,2,0
EST,SWE,2000.0,1,2,-1
MKD,SRB,2001.0,1,1,0
MDA,RUS,1999.0,3,1,2
KWT,FIN,2003.0,2,1,1
PRT,SWE,2001.0,3,2,1
JAM,TTO,2004.0,1,2,-1
VEN,CAN,2016.0,1,2,-1
LTU,GBR,2000.0,2,1,1
MYS,NZL,2002.0,2,2,0
AUS,PRK,2011.0,1,1,0
SWE,GNB,2003.0,2,1,1
KOR,FRA,1999.0,3,2,1
BEN,CIV,2020.0,1,1,0
GHA,SWE,2012.0,1,3,-2
LUX,ESP,2017.0,4,7,-3
DZA,GBR,2021.0,1,3,-2
NAM,CHN,2019.0,1,1,0
BLR,POL,2022.0,2,1,1
COL,CRI,2020.0,1,1,0
PAK,BRN,2020.0,1,1,0
ISR,ROU,2021.0,2,2,0
ISR,CZE,2010.0,1,1,0
CHL,MEX,2001.0,3,2,1
ARE,AUT,2009.0,1,1,0
USA,MLI,2018.0,2,3,-1
OMN,JPN,2014.0,2,1,1
NZL,FIN,2014.0,1,2,-1
POL,CHL,2020.0,3,1,2
EGY,SYR,2015.0,1,3,-2
LKA,NZL,2020.0,6,4,2
TWN,ITA,2014.0,4,7,-3
IRN,JOR,2021.0,1,1,0
FRA,LVA,2020.0,1,1,0
GRC,ZAF,2014.0,2,1,1
ARE,THA,2014.0,1,2,-1
NOR,SGP,2004.0,1,1,0
KEN,TUN,2012.0,1,1,0
ARE,LBN,2009.0,1,2,-1
JOR,USA,1997.0,1,2,-1
BEL,CIV,2001.0,2,3,-1
SGP,AUT,2008.0,1,6,-5
BEL,CHE,1998.0,2,4,-2
MYS,CHE,2016.0,1,2,-1
ITA,URY,2019.0,2,1,1
RUS,COL,2019.0,2,1,1
BEL,UGA,2019.0,1,2,-1
LBN,ISR,2009.0,1,1,0
USA,MDA,2014.0,1,1,0
IRL,IRQ,2019.0,2,2,0
POL,MEX,2013.0,2,4,-2
CHE,LSO,2021.0,1,2,-1
BEL,IRN,2007.0,2,3,-1
PER,BEL,2018.0,4,1,3
CAN,MUS,2002.0,1,1,0
TWN,RUS,2012.0,1,2,-1
UKR,GBR,2021.0,3,5,-2
BGD,THA,2012.0,3,1,2
AUS,PAN,2018.0,2,1,1
ECU,CAN,2018.0,2,3,-1
KOR,ISR,2016.0,1,3,-2
SGP,SWE,1998.0,1,1,0
AUS,SAU,1999.0,1,1,0
DEU,NER,2017.0,1,1,0
NOR,BGD,2010.0,1,2,-1
MEX,CUB,2016.0,3,27,-24
HRV,IND,2017.0,1,1,0
SWE,OMN,2021.0,1,1,0
NOR,AUS,2001.0,3,4,-1
SYR,CHN,2020.0,1,1,0
OMN,SDN,2020.0,1,2,-1
VNM,POL,2006.0,1,1,0
JPN,GHA,2013.0,1,3,-2
PAK,NLD,2016.0,2,18,-16
NGA,SLE,2020.0,1,1,0
ARM,RUS,2012.0,2,1,1
LBY,GBR,2020.0,5,17,-12
PER,DEU,2002.0,2,1,1
JOR,PAK,2020.0,2,3,-1
USA,MKD,2019.0,1,2,-1
CAN,BWA,2016.0,1,1,0
MYS,FRA,2004.0,1,1,0
OMN,ARE,2004.0,2,3,-1
THA,CHN,2011.0,1,5,-4
KEN,EGY,2009.0,1,3,-2
ARE,HKG,2009.0,1,1,0
ESP,LTU,2017.0,1,3,-2
SDN,GBR,2010.0,1,4,-3
PAK,UKR,2009.0,1,2,-1
NGA,UGA,2017.0,2,2,0
NLD,CMR,2019.0,1,1,0
AUS,NGA,2015.0,2,4,-2
GBR,PER,2010.0,2,2,0
ARE,MYS,2022.0,1,8,-7
MYS,NZL,2005.0,1,1,0
VNM,SRB,2019.0,1,3,-2
FRA,ZWE,2020.0,1,2,-1
IRN,PAK,2022.0,1,2,-1
FRA,CAF,2016.0,1,2,-1
CMR,BEL,2012.0,1,5,-4
TUR,EGY,2012.0,1,1,0
SVK,DEU,2022.0,1,2,-1
THA,BEL,2013.0,1,3,-2
ESP,ETH,2010.0,2,1,1
VNM,TWN,2013.0,1,8,-7
SAU,KWT,2022.0,1,1,0
ZWE,BEL,2018.0,1,2,-1
FSM,USA,2013.0,1,1,0
IRL,SRB,2021.0,1,3,-2
SDN,FRA,2015.0,1,2,-1
IRN,AUT,2005.0,1,2,-1
USA,GIN,2017.0,1,1,0
CZE,IRL,2020.0,3,4,-1
CHE,UKR,2003.0,2,3,-1
AUS,MWI,2006.0,1,1,0
AUT,CHN,2000.0,1,8,-7
USA,CRI,1999.0,1,2,-1
DZA,CHN,2011.0,1,2,-1
NPL,CAN,2002.0,1,1,0
JAM,DEU,2021.0,1,1,0
IND,BHR,2011.0,1,2,-1
JOR,OMN,2009.0,1,2,-1
NPL,DEU,2011.0,1,1,0
MDA,DEU,2016.0,1,1,0
HKG,GHA,2017.0,1,1,0
SLE,GBR,2012.0,1,2,-1
HKG,PAK,2014.0,1,1,0
CHE,COG,2012.0,1,1,0
BEL,KHM,2006.0,1,1,0
CHL,CRI,2011.0,2,2,0
YEM,JOR,2019.0,1,2,-1
GRC,SRB,2018.0,1,1,0
TWN,POL,2005.0,1,1,0
MDG,GBR,2022.0,1,5,-4
ESP,GTM,2009.0,1,1,0
LAO,USA,2018.0,2,2,0
NPL,NOR,2020.0,1,2,-1
POL,ZAF,2013.0,1,6,-5
BGD,OMN,2019.0,1,2,-1
TWN,VNM,2002.0,1,1,0
RUS,AGO,2017.0,1,1,0
CHE,VEN,2014.0,1,2,-1
BGD,TWN,2010.0,1,1,0
USA,DOM,2007.0,1,1,0
NGA,UGA,2010.0,1,1,0
CHN,JPN,2005.0,205,331,-126
GBR,ARG,2016.0,16,11,5
JPN,CHN,2010.0,433,249,184
GRC,USA,2013.0,115,80,35
GBR,SWE,2007.0,90,111,-21
DEU,USA,2015.0,1184,1060,124
CAN,DEU,2014.0,189,166,23
ESP,BRA,2007.0,34,38,-4
CHN,HKG,2012.0,297,427,-130
USA,DEU,2021.0,757,757,0
GBR,ESP,2016.0,243,502,-259
GBR,DNK,2002.0,55,49,6
ESP,NLD,2018.0,75,61,14
AUS,NZL,2019.0,144,147,-3
GBR,IRL,2017.0,184,237,-53
JPN,CHN,2017.0,464,291,173
GBR,IRQ,2019.0,153,18,135
ESP,CHL,2017.0,116,73,43
GBR,JPN,2004.0,95,81,14
CAN,SAU,2014.0,107,39,68
IRN,CAN,2004.0,31,30,1
NGA,MYS,2021.0,21,68,-47
AUS,SWE,2017.0,64,38,26
POL,DNK,2017.0,12,6,6
USA,OMN,2002.0,3,9,-6
FIN,AUS,2020.0,10,21,-11
USA,NPL,2017.0,20,28,-8
IND,PRT,2013.0,15,11,4
KOR,NLD,2020.0,17,7,10
MYS,GBR,2016.0,91,127,-36
MTQ,FRA,2006.0,15,9,6
HKG,CAN,2001.0,19,9,10
IRN,SWE,2012.0,30,14,16
HUN,IRL,2008.0,2,2,0
PER,BRA,2011.0,14,9,5
HUN,DEU,2013.0,40,30,10
AUT,BGR,2005.0,3,2,1
ZAF,NLD,2010.0,15,14,1
JPN,TWN,2006.0,32,8,24
FRA,BRA,2005.0,63,62,1
ARG,CHL,2003.0,21,4,17
ARG,AUS,2016.0,6,8,-2
ARE,HUN,2019.0,2,1,1
UZB,JPN,2018.0,2,1,1
USA,HUN,2021.0,21,31,-10
PRT,GBR,2003.0,25,47,-22
ESP,PRT,2022.0,46,54,-8
CAN,PHL,2017.0,2,2,0
TUR,ESP,2008.0,8,1,7
GBR,MDG,2019.0,4,4,0
ARG,GBR,2003.0,17,10,7
POL,FRA,2001.0,20,30,-10
SWE,ESP,2005.0,17,14,3
CZE,DEU,2006.0,22,25,-3
HUN,USA,2001.0,52,51,1
SGP,ARE,2018.0,3,2,1
USA,ISL,2011.0,11,5,6
GBR,CZE,2007.0,26,30,-4
ISR,ITA,2000.0,3,5,-2
ITA,ARG,2002.0,12,15,-3
JOR,USA,1998.0,3,5,-2
BEL,ITA,1998.0,3,4,-1
CAN,UKR,1999.0,2,6,-4
JAM,USA,2003.0,4,4,0
JPN,RUS,2017.0,8,14,-6
NLD,GRC,2004.0,13,6,7
CMR,FRA,2013.0,6,15,-9
PRI,CHN,2012.0,3,3,0
AUS,HKG,2022.0,25,15,10
HKG,DEU,2012.0,16,7,9
AUT,FIN,2016.0,12,12,0
GHA,USA,2014.0,15,23,-8
FRA,HUN,2014.0,14,12,2
SRB,NLD,2012.0,7,1,6
KOR,ITA,2012.0,7,8,-1
CHN,CHE,2012.0,32,36,-4
NOR,AUT,2017.0,8,9,-1
ARG,CRI,2019.0,2,1,1
SGP,MYS,2017.0,14,24,-10
LUX,NLD,2019.0,5,5,0
CAN,PHL,2019.0,2,8,-6
TUN,DEU,2022.0,1,3,-2
SWE,DNK,1998.0,15,16,-1
ITA,RUS,2009.0,18,14,4
GBR,PSE,2019.0,8,2,6
FIN,CAN,2007.0,9,10,-1
SVN,USA,2012.0,8,13,-5
COL,FRA,2015.0,18,13,5
NGA,SAU,2013.0,3,6,-3
EGY,DEU,2009.0,25,28,-3
MYS,IRQ,2013.0,36,5,31
CHE,RUS,2022.0,6,10,-4
ISR,CZE,2019.0,4,4,0
BEN,GAB,2020.0,1,1,0
ITA,HRV,2006.0,4,2,2
ECU,FRA,2003.0,4,3,1
SWE,UKR,2005.0,3,6,-3
ARG,SWE,2001.0,5,3,2
UKR,DNK,2006.0,1,1,0
GRC,FIN,2010.0,3,1,2
QAT,CAN,2013.0,2,11,-9
BRA,CZE,2018.0,10,2,8
IRL,POL,2016.0,5,4,1
SWE,BGD,2011.0,4,3,1
HRV,SRB,2013.0,11,5,6
FRA,IRQ,2020.0,9,1,8
NLD,ARE,2018.0,7,1,6
GBR,LKA,2022.0,4,5,-1
PER,ITA,2021.0,4,1,3
BFA,NLD,2004.0,1,1,0
EGY,JOR,2011.0,1,2,-1
EST,USA,2004.0,3,7,-4
DNK,NLD,1998.0,3,5,-2
COD,COG,2003.0,2,2,0
ARM,DEU,2003.0,5,4,1
BEL,CHE,1997.0,5,2,3
MEX,AUS,2002.0,3,2,1
NLD,ROU,2010.0,4,5,-1
CMR,KEN,2002.0,1,1,0
PRT,ROU,2016.0,3,1,2
DEU,CRI,2015.0,7,3,4
TTO,GBR,2008.0,2,6,-4
SAU,CAN,2009.0,14,50,-36
COG,BEL,2003.0,2,4,-2
IRQ,ITA,2008.0,1,1,0
BEL,GRC,1998.0,3,2,1
MAC,USA,2007.0,1,6,-5
NGA,NLD,2018.0,4,6,-2
ZAF,NAM,2022.0,5,2,3
SVK,HUN,2001.0,1,1,0
ROU,NLD,2001.0,3,1,2
SGP,PAK,2011.0,2,1,1
VEN,FRA,2001.0,5,1,4
ISR,CZE,2017.0,1,2,-1
ITA,ISR,2003.0,5,9,-4
COL,RUS,2006.0,4,4,0
BRA,DNK,2003.0,3,3,0
MOZ,ZAF,2011.0,2,1,1
EGY,SAU,1999.0,3,6,-3
MEX,BEL,1999.0,1,1,0
HKG,FIN,2009.0,2,2,0
ROU,SVK,2017.0,2,1,1
CHE,COL,2016.0,2,3,-1
MEX,AUT,2017.0,4,2,2
PAN,MEX,2020.0,1,1,0
BEL,UGA,2017.0,2,1,1
LBY,USA,2001.0,1,1,0
IND,KWT,2022.0,1,1,0
ESP,ETH,2017.0,1,2,-1
DNK,MYS,2008.0,1,1,0
CHL,ISR,2017.0,2,2,0
SGP,ESP,2021.0,2,4,-2
UKR,IRL,2015.0,1,1,0
BTN,THA,2017.0,2,1,1
AZE,USA,2010.0,1,2,-1
IRL,VNM,2020.0,2,1,1
KOR,NZL,2020.0,4,3,1
GHA,KOR,2016.0,1,1,0
AUT,LVA,2008.0,1,1,0
CMR,GHA,2017.0,1,1,0
FRA,PHL,2009.0,1,2,-1
JPN,,2021.0,32832,0,32832
,KOR,2004.0,9922,0,9922
DEU,,2011.0,12345,0,12345
,DEU,1999.0,29242,0,29242
CHN,,2008.0,21047,0,21047
,ESP,2001.0,11816,0,11816
TWN,,2006.0,1604,0,1604
IND,,2008.0,3997,0,3997
DNK,,2015.0,1415,0,1415
,FRA,2006.0,13915,0,13915
ITA,,2022.0,25133,0,25133
,ITA,1999.0,22105,0,22105
ISR,,2010.0,1334,0,1334
,TGO,2001.0,17,0,17
,CHE,2000.0,3872,0,3872
CHN,KAZ,1998.0,1,0,1
,SAU,2011.0,1701,0,1701
ETH,EGY,2013.0,1,0,1
,VNM,2004.0,236,0,236
,KEN,1999.0,314,0,314
,FIN,2007.0,1988,0,1988
,MEX,1994.0,1701,0,1701
,ROU,2003.0,1105,0,1105
SWE,,2008.0,1834,0,1834
GRC,,2009.0,1105,0,1105
ISR,,2017.0,1902,0,1902
CZE,,2006.0,538,0,538
MTQ,,2024.0,27,0,27
,IND,2001.0,11302,0,11302
ISR,,2019.0,2286,0,2286
NGA,,2014.0,757,0,757
CIV,,2021.0,256,0,256
,YEM,2004.0,28,0,28
,KOR,1996.0,2675,0,2675
,GRC,1998.0,3448,0,3448
ARG,,2012.0,952,0,952
IRL,,2019.0,1342,0,1342
,PHL,2004.0,191,0,191
IRL,,2017.0,1133,0,1133
SDN,DEU,2012.0,3,0,3
BWA,,2023.0,296,0,296
IRL,ISR,2011.0,9,0,9
IRL,,2010.0,551,0,551
,LTU,2000.0,590,0,590
PRT,,2025.0,13,0,13
,COL,2009.0,1487,0,1487
VEN,,2020.0,541,0,541
,UKR,2013.0,2129,0,2129
BEL,,2005.0,913,0,913
,UZB,1998.0,180,0,180
,IRL,2006.0,1490,0,1490
,PHL,1996.0,73,0,73
ZAF,SRB,2000.0,1,0,1
,LVA,2012.0,241,0,241
SYR,,2009.0,21,0,21
,DZA,2010.0,1164,0,1164
BHR,,2018.0,55,0,55
UZB,,2013.0,110,0,110
,GRC,1997.0,589,0,589
CUB,CAN,2014.0,5,0,5
,BLR,2011.0,281,0,281
GBR,PSE,2010.0,3,0,3
TZA,RWA,2015.0,1,0,1
,BOL,2014.0,46,0,46
,KHM,2011.0,59,0,59
,BRN,2015.0,40,0,40
,JOR,2013.0,375,0,375
FJI,,2018.0,21,0,21
BGD,,2007.0,71,0,71
PSE,,2022.0,215,0,215
,VUT,2010.0,2,0,2
ESP,TTO,2021.0,1,0,1
,DZA,2017.0,1289,0,1289
CUB,CHL,2019.0,8,0,8
,ZWE,2013.0,101,0,101
MYS,MAR,2017.0,3,0,3
,FJI,2013.0,21,0,21
,CUB,2013.0,475,0,475
,GRL,2013.0,7,0,7
,ARE,2018.0,668,0,668
,PER,2018.0,969,0,969
LBY,,2024.0,217,0,217
YEM,,2019.0,48,0,48
BHS,,2023.0,17,0,17
PAK,KWT,2014.0,2,0,2
AZE,USA,2017.0,1,0,1
UKR,EST,2022.0,1,0,1
,DZA,2019.0,636,0,636
MOZ,PRT,2018.0,5,0,5
BLR,ZWE,2019.0,1,0,1
ITA,TUN,2008.0,2,0,2
,UGA,2000.0,108,0,108
SWZ,,2023.0,39,0,39
,PRI,2018.0,90,0,90
CHN,SLE,2019.0,1,0,1
,MWI,2002.0,35,0,35
JPN,AFG,2022.0,5,0,5
,BHR,2003.0,47,0,47
MCO,GBR,2006.0,1,0,1
FIN,ISL,2021.0,2,0,2
,ECU,2005.0,89,0,89
ARE,JPN,2021.0,1,0,1
YEM,,2017.0,38,0,38
,CRI,2005.0,85,0,85
MKD,CAN,2011.0,1,0,1
AUT,KEN,2011.0,2,0,2
BEL,,2002.0,232,0,232
JPN,SLE,2012.0,1,0,1
MEX,IDN,2015.0,1,0,1
ETH,,2004.0,12,0,12
FIN,,2004.0,559,0,559
SEN,KEN,2007.0,2,0,2
,ECU,2002.0,78,0,78
CUB,,2006.0,168,0,168
HRV,,2005.0,173,0,173
SGP,GHA,2017.0,1,0,1
SRB,,2001.0,12,0,12
TWN,PAK,2016.0,2,0,2
TUR,DNK,2022.0,5,0,5
,NER,2016.0,23,0,23
BGD,IDN,2022.0,2,0,2
COL,,2001.0,11,0,11
ESP,ETH,2019.0,5,0,5
USA,SWZ,2009.0,1,0,1
FRA,TCD,2004.0,3,0,3
EGY,NZL,2018.0,3,0,3
,CRI,2002.0,78,0,78
HRV,,2002.0,53,0,53
LSO,,2004.0,1,0,1
LTU,NOR,2010.0,3,0,3
MDG,,2009.0,15,0,15
EST,ESP,2007.0,1,0,1
LVA,,2006.0,24,0,24
MNG,,2004.0,5,0,5
MKD,,2003.0,6,0,6
,UZB,1997.0,66,0,66
,WSM,2001.0,2,0,2
NPL,NAM,2014.0,1,0,1
AZE,,2005.0,20,0,20
GTM,,2013.0,14,0,14
,MUS,1995.0,2,0,2
UKR,BRA,2005.0,1,0,1
CMR,,2005.0,16,0,16
SDN,JPN,2019.0,3,0,3
SVN,NLD,2008.0,3,0,3
,GAB,2003.0,19,0,19
,GTM,1994.0,16,0,16
,YEM,1996.0,4,0,4
RUS,LKA,2011.0,1,0,1
AZE,,2002.0,4,0,4
SWE,ARE,2013.0,5,0,5
PAK,GMB,2019.0,2,0,2
SRB,MLT,2008.0,1,0,1
COL,NZL,2008.0,1,0,1
IDN,USA,1998.0,1,0,1
GUF,SEN,2012.0,1,0,1
,VNM,1996.0,40,0,40
NIC,USA,2021.0,3,0,3
SWE,CRI,2002.0,2,0,2
USA,KNA,2008.0,1,0,1
CHE,PAN,2004.0,1,0,1
AUT,BIH,2006.0,1,0,1
,PSE,1995.0,5,0,5
NPL,MYS,2007.0,1,0,1
SWE,BOL,2016.0,1,0,1
FRA,OMN,2005.0,2,0,2
,LAO,2003.0,12,0,12
TTO,,2003.0,6,0,6
EGY,GRC,2006.0,2,0,2
AFG,CZE,2010.0,1,0,1
ETH,LBY,2010.0,1,0,1
DEU,AFG,2022.0,1,0,1
NIC,NOR,2007.0,1,0,1
IRQ,AUT,2006.0,1,0,1
NZL,THA,2006.0,1,0,1
LBY,ITA,2019.0,1,0,1
CRI,POL,2007.0,1,0,1
SAU,CMR,2018.0,1,0,1
,KNA,2007.0,1,0,1
GRL,AUT,2020.0,1,0,1
ESP,PAK,2016.0,2,0,2
MEX,KOR,2018.0,4,0,4
BFA,DNK,2013.0,1,0,1
UGA,OMN,2021.0,1,0,1
ITA,HKG,2017.0,4,0,4
ITA,URY,2017.0,3,0,3
UZB,UKR,2011.0,2,0,2
BGD,OMN,2010.0,1,0,1
MEX,HUN,2019.0,4,0,4
SVK,SRB,2007.0,1,0,1
